id_paisano,desagregacion,pais_cod,ano,flag,valor,desagregacion_por_orden,variable_orden,variable_ingles,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
ECU2013,"Niños, lectura",ECU,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",6.854882717132568,3,3,3,"Género, lectura",2,Ecuador,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ECU2013,"Niñas, lectura",ECU,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",15.76679039001465,4,4,4,"Género, lectura",2,Ecuador,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ECU2013,"Niños, ciencia",ECU,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",.5373513102531433,5,5,5,"Género, ciencia",3,Ecuador,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ECU2013,"Niñas, ciencia",ECU,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",8.963805198669434,6,6,6,"Género, ciencia",3,Ecuador,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niños, matemática",GTM,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",9.926935195922852,1,1,1,"Género, matemática",1,Guatemala,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niñas, matemática",GTM,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",6.270671844482422,2,2,2,"Género, matemática",1,Guatemala,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niños, lectura",GTM,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",1.479182958602905,3,3,3,"Género, lectura",2,Guatemala,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niñas, lectura",GTM,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",9.468445777893066,4,4,4,"Género, lectura",2,Guatemala,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niños, ciencia",GTM,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",1.478036999702454,5,5,5,"Género, ciencia",3,Guatemala,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niñas, ciencia",GTM,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",2.943891763687134,6,6,6,"Género, ciencia",3,Guatemala,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niños, matemática",HND,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",6.524344444274902,1,1,1,"Género, matemática",1,Honduras,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niñas, matemática",HND,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",10.32430744171143,2,2,2,"Género, matemática",1,Honduras,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niños, lectura",HND,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",4.167548656463623,3,3,3,"Género, lectura",2,Honduras,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niñas, lectura",HND,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",13.7107982635498,4,4,4,"Género, lectura",2,Honduras,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niños, ciencia",HND,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",.01,5,5,5,"Género, ciencia",3,Honduras,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niñas, ciencia",HND,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",7.974502563476563,6,6,6,"Género, ciencia",3,Honduras,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niños, matemática",MEX,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",5.746848106384277,1,1,1,"Género, matemática",1,México,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niñas, matemática",MEX,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",5.185371875762939,2,2,2,"Género, matemática",1,México,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niños, lectura",MEX,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",.01,3,3,3,"Género, lectura",2,México,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niñas, lectura",MEX,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",8.709996223449707,4,4,4,"Género, lectura",2,México,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niños, ciencia",MEX,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",1.417838096618652,5,5,5,"Género, ciencia",3,México,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niñas, ciencia",MEX,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",1.157615303993225,6,6,6,"Género, ciencia",3,México,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niños, matemática",NIC,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",8.742436408996582,1,1,1,"Género, matemática",1,Nicaragua,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niñas, matemática",NIC,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",4.174453258514404,2,2,2,"Género, matemática",1,Nicaragua,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niños, lectura",NIC,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",.01,3,3,3,"Género, lectura",2,Nicaragua,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niñas, lectura",NIC,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",16.99736213684082,4,4,4,"Género, lectura",2,Nicaragua,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niños, ciencia",NIC,2013,"TERCE modificó la metodología para computar puntajes, y pasó a usar valores plausibles; En TERCE, el nivel educativo alto incluye educación post-secundaria no terciaria",.0738721117377281,5,5,5,"Género, ciencia",3,Nicaragua,Docentes de 6to grado que opinan que:,"“niños o niñas aprenden más rápido matemática, lengua o ciencia debido a características innatas”.",Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
