id_paisano,desagregacion,pais_cod,ano,flag,valor,desagregacion_por_orden,variable_orden,variable_ingles,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
ECU2013,"Niñas, matemática",ECU,2013,"1,2",1.561028480529785,2,2,2,"Género, matemática",1,Ecuador,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ECU2013,"Niños, lectura",ECU,2013,"1,2",0,3,3,3,"Género, lectura",2,Ecuador,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ECU2013,"Niñas, lectura",ECU,2013,"1,2",5.227312088012695,4,4,4,"Género, lectura",2,Ecuador,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niños, matemática",GTM,2013,"1,2",8.033809661865234,1,1,1,"Género, matemática",1,Guatemala,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niñas, matemática",GTM,2013,"1,2",2.772258281707764,2,2,2,"Género, matemática",1,Guatemala,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niños, lectura",GTM,2013,"1,2",1.421781420707703,3,3,3,"Género, lectura",2,Guatemala,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2013,"Niñas, lectura",GTM,2013,"1,2",9.985366821289063,4,4,4,"Género, lectura",2,Guatemala,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niños, matemática",HND,2013,"1,2",6.822549343109131,1,1,1,"Género, matemática",1,Honduras,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niñas, matemática",HND,2013,"1,2",1.486972689628601,2,2,2,"Género, matemática",1,Honduras,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niños, lectura",HND,2013,"1,2",2.54115629196167,3,3,3,"Género, lectura",2,Honduras,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
HND2013,"Niñas, lectura",HND,2013,"1,2",10.35961246490479,4,4,4,"Género, lectura",2,Honduras,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niños, matemática",MEX,2013,"1,2",6.920163154602051,1,1,1,"Género, matemática",1,México,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niñas, matemática",MEX,2013,"1,2",3.817181587219238,2,2,2,"Género, matemática",1,México,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niños, lectura",MEX,2013,"1,2",1.17542290687561,3,3,3,"Género, lectura",2,México,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2013,"Niñas, lectura",MEX,2013,"1,2",3.446099758148193,4,4,4,"Género, lectura",2,México,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niños, matemática",NIC,2013,"1,2",17.7164192199707,1,1,1,"Género, matemática",1,Nicaragua,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niñas, matemática",NIC,2013,"1,2",1.883350372314453,2,2,2,"Género, matemática",1,Nicaragua,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niños, lectura",NIC,2013,"1,2",5.650891780853272,3,3,3,"Género, lectura",2,Nicaragua,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
NIC2013,"Niñas, lectura",NIC,2013,"1,2",16.86561584472656,4,4,4,"Género, lectura",2,Nicaragua,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PAN2013,"Niños, matemática",PAN,2013,"1,2",7.967852592468262,1,1,1,"Género, matemática",1,Panamá,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PAN2013,"Niñas, matemática",PAN,2013,"1,2",4.300607204437256,2,2,2,"Género, matemática",1,Panamá,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PAN2013,"Niños, lectura",PAN,2013,"1,2",.4599033296108246,3,3,3,"Género, lectura",2,Panamá,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PAN2013,"Niñas, lectura",PAN,2013,"1,2",16.34390640258789,4,4,4,"Género, lectura",2,Panamá,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PRY2013,"Niños, matemática",PRY,2013,"1,2",5.704245090484619,1,1,1,"Género, matemática",1,Paraguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PRY2013,"Niñas, matemática",PRY,2013,"1,2",4.137093544006348,2,2,2,"Género, matemática",1,Paraguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PRY2013,"Niños, lectura",PRY,2013,"1,2",2.775766611099243,3,3,3,"Género, lectura",2,Paraguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PRY2013,"Niñas, lectura",PRY,2013,"1,2",15.06733417510986,4,4,4,"Género, lectura",2,Paraguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PER2013,"Niños, matemática",PER,2013,"1,2",11.02545070648193,1,1,1,"Género, matemática",1,Perú,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PER2013,"Niñas, matemática",PER,2013,"1,2",.7841981053352356,2,2,2,"Género, matemática",1,Perú,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PER2013,"Niños, lectura",PER,2013,"1,2",2.188001394271851,3,3,3,"Género, lectura",2,Perú,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PER2013,"Niñas, lectura",PER,2013,"1,2",6.345175266265869,4,4,4,"Género, lectura",2,Perú,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2013,"Niños, matemática",DOM,2013,"1,2",11.18814277648926,1,1,1,"Género, matemática",1,República Dominicana,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2013,"Niñas, matemática",DOM,2013,"1,2",1.676777601242065,2,2,2,"Género, matemática",1,República Dominicana,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2013,"Niños, lectura",DOM,2013,"1,2",.5072121024131775,3,3,3,"Género, lectura",2,República Dominicana,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2013,"Niñas, lectura",DOM,2013,"1,2",20.1571159362793,4,4,4,"Género, lectura",2,República Dominicana,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
URY2013,"Niños, matemática",URY,2013,"1,2",15.56408214569092,1,1,1,"Género, matemática",1,Uruguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
URY2013,"Niñas, matemática",URY,2013,"1,2",0,2,2,2,"Género, matemática",1,Uruguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
URY2013,"Niños, lectura",URY,2013,"1,2",0,3,3,3,"Género, lectura",2,Uruguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
URY2013,"Niñas, lectura",URY,2013,"1,2",14.44626903533936,4,4,4,"Género, lectura",2,Uruguay,Docentes de 3er grado que opinan que:,“niños o niñas aprenden más rápido matemática o lengua debido a características innatas”.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
