id_paisano,desagregacion,pais_cod,encuesta,ano,t,u,v,w,x,y,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ARG2000,Mujeres solteras,ARG,,2000,,,,,,,11.05274391174316,12,12,,Situación conyugal (mujeres),9,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2000,Mujeres en pareja,ARG,,2000,,,,,,,10.24323177337646,13,13,,Situación conyugal (mujeres),9,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2000,Hombres solteros,ARG,,2000,,,,,,,10.68861484527588,14,14,,Situación conyugal (hombres),10,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2000,Hombres en pareja,ARG,,2000,,,,,,,10.07965850830078,15,15,,Situación conyugal (hombres),10,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2000,Mujer,ARG,,2000,,,,,,,10.48556041717529,22,22,,Mujer,2,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2000,Hombre,ARG,,2000,,,,,,,10.23492050170898,23,23,,Hombre,3,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2000,Ratio mujeres/hombres,ARG,,2000,,,,,,,1.024488687515259,26,26,,Ratio mujeres/hombres,6,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Total,ARG,,2001,,,,,,,10.43587875366211,1,1,,Total,1,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres,ARG,,2001,,,,,,,10.61086177825928,2,2,,Género,4,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Hombres,ARG,,2001,,,,,,,10.24321174621582,3,3,,Género,4,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Brecha mujeres - hombres,ARG,,2001,,,,,,,.367650032043457,4,4,.089717984,Brecha mujeres - hombres,5,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres sin hijos,ARG,,2001,,,,,,,12.26012706756592,6,6,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres con hijos de 0 a 5 años,ARG,,2001,,,,,,,10.43520355224609,7,7,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres con hijos de 6 años o más,ARG,,2001,,,,,,,9.92939567565918,8,8,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Hombres sin hijos,ARG,,2001,,,,,,,11.20788955688477,9,9,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Hombres con hijos de 0 a 5 años,ARG,,2001,,,,,,,10.08608722686768,10,10,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Hombres con hijos de 6 años o más,ARG,,2001,,,,,,,9.750701904296875,11,11,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres solteras,ARG,,2001,,,,,,,11.19391059875488,12,12,,Situación conyugal (mujeres),9,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres en pareja,ARG,,2001,,,,,,,10.34638500213623,13,13,,Situación conyugal (mujeres),9,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Hombres solteros,ARG,,2001,,,,,,,10.87319660186768,14,14,,Situación conyugal (hombres),10,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Hombres en pareja,ARG,,2001,,,,,,,10.01057910919189,15,15,,Situación conyugal (hombres),10,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Mujer,ARG,,2001,,,,,,,10.61086177825928,22,22,,Mujer,2,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Hombre,ARG,,2001,,,,,,,10.24321174621582,23,23,,Hombre,3,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2001,Ratio mujeres/hombres,ARG,,2001,,,,,,,1.035892009735107,26,26,,Ratio mujeres/hombres,6,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Total,ARG,,2002,,,,,,,10.51340007781982,1,1,,Total,1,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres,ARG,,2002,,,,,,,10.71141052246094,2,2,,Género,4,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Hombres,ARG,,2002,,,,,,,10.29250717163086,3,3,,Género,4,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Brecha mujeres - hombres,ARG,,2002,,,,,,,.4189032018184662,4,4,.093010008,Brecha mujeres - hombres,5,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres sin hijos,ARG,,2002,,,,,,,12.30492877960205,6,6,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres con hijos de 0 a 5 años,ARG,,2002,,,,,,,10.52140712738037,7,7,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres con hijos de 6 años o más,ARG,,2002,,,,,,,10.03315925598145,8,8,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Hombres sin hijos,ARG,,2002,,,,,,,10.97321510314941,9,9,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Hombres con hijos de 0 a 5 años,ARG,,2002,,,,,,,10.07230472564697,10,10,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Hombres con hijos de 6 años o más,ARG,,2002,,,,,,,9.92557430267334,11,11,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres solteras,ARG,,2002,,,,,,,11.35952281951904,12,12,,Situación conyugal (mujeres),9,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres en pareja,ARG,,2002,,,,,,,10.4240026473999,13,13,,Situación conyugal (mujeres),9,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Hombres solteros,ARG,,2002,,,,,,,10.72091674804688,14,14,,Situación conyugal (hombres),10,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Hombres en pareja,ARG,,2002,,,,,,,10.13708782196045,15,15,,Situación conyugal (hombres),10,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Mujer,ARG,,2002,,,,,,,10.71141052246094,22,22,,Mujer,2,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Hombre,ARG,,2002,,,,,,,10.29250717163086,23,23,,Hombre,3,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2002,Ratio mujeres/hombres,ARG,,2002,,,,,,,1.04069983959198,26,26,,Ratio mujeres/hombres,6,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Total,ARG,,2003,,,,,,,10.63705253601074,1,1,,Total,1,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Mujeres,ARG,,2003,,,,,,,10.79525089263916,2,2,,Género,4,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Hombres,ARG,,2003,,,,,,,10.45911502838135,3,3,,Género,4,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Brecha mujeres - hombres,ARG,,2003,,,,,,,.3361358642578125,4,4,.1070057,Brecha mujeres - hombres,5,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Mujeres sin hijos,ARG,,2003,,,,,,,12.13257694244385,6,6,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Mujeres con hijos de 0 a 5 años,ARG,,2003,,,,,,,10.69546508789063,7,7,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Mujeres con hijos de 6 años o más,ARG,,2003,,,,,,,10.1204776763916,8,8,,Hijos (mujeres),7,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Hombres sin hijos,ARG,,2003,,,,,,,11.56406879425049,9,9,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2003,Hombres con hijos de 0 a 5 años,ARG,,2003,,,,,,,10.10663986206055,10,10,,Hijos (hombres),8,Argentina,Argentina,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
