id_paisano,desagregacion,pais_cod,encuesta,ano,v,w,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ARG2001,Man,ARG,,2001,,,31.21224403381348,23,23,,Man,3,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Women/men ratio,ARG,,2001,,,.5265084505081177,26,26,,Women/men ratio,6,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Total,ARG,,2002,,,.2497254312038422,1,1,,Total,1,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women,ARG,,2002,,,13.95851039886475,2,2,,Gender,4,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men,ARG,,2002,,,26.28135108947754,3,3,,Gender,4,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women - men gap,ARG,,2002,,,.8761720061302185,4,4,49.794147,Women - men gap,5,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women without children,ARG,,2002,,,.4765471518039703,6,6,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women with children aged 0-5,ARG,,2002,,,18.12172698974609,7,7,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women with children older than 5,ARG,,2002,,,30.17654037475586,8,8,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men without children,ARG,,2002,,,25.61792945861816,9,9,,Children (men),8,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men with children aged 0-5,ARG,,2002,,,1.309460043907166,10,10,,Children (men),8,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men with children older than 5,ARG,,2002,,,.606137216091156,11,11,,Children (men),8,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Low skilled women,ARG,,2002,,,.9793661832809448,16,16,,Qualification (women),11,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Medium skilled women,ARG,,2002,,,27.62998008728027,17,17,,Qualification (women),11,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,High skilled women,ARG,,2002,,,33.46092987060547,18,18,,Qualification (women),11,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Low skilled men,ARG,,2002,,,11.26188278198242,19,19,,Qualification (men),12,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Medium skilled men,ARG,,2002,,,.8184188604354858,20,20,,Qualification (men),12,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,High skilled men,ARG,,2002,,,1.285918951034546,21,21,,Qualification (men),12,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Woman,ARG,,2002,,,13.95851039886475,22,22,,Woman,2,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Man,ARG,,2002,,,26.28135108947754,23,23,,Man,3,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women/men ratio,ARG,,2002,,,.5311184525489807,26,26,,Women/men ratio,6,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Total,ARG,,2003,,,.7326063513755798,1,1,,Total,1,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women,ARG,,2003,,,14.75916957855225,2,2,,Gender,4,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men,ARG,,2003,,,27.84759712219238,3,3,,Gender,4,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women - men gap,ARG,,2003,,,.8211043477058411,4,4,52.971928,Women - men gap,5,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women without children,ARG,,2003,,,.5627661943435669,6,6,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women with children aged 0-5,ARG,,2003,,,15.43028354644775,7,7,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women with children older than 5,ARG,,2003,,,31.54346466064453,8,8,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men without children,ARG,,2003,,,28.07927703857422,9,9,,Children (men),8,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men with children aged 0-5,ARG,,2003,,,.9700192809104919,10,10,,Children (men),8,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men with children older than 5,ARG,,2003,,,.7634010910987854,11,11,,Children (men),8,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Low skilled women,ARG,,2003,,,.8319860696792603,16,16,,Qualification (women),11,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Medium skilled women,ARG,,2003,,,30.84299659729004,17,17,,Qualification (women),11,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,High skilled women,ARG,,2003,,,32.58734512329102,18,18,,Qualification (women),11,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Low skilled men,ARG,,2003,,,11.92174530029297,19,19,,Qualification (men),12,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Medium skilled men,ARG,,2003,,,.5533437728881836,20,20,,Qualification (men),12,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,High skilled men,ARG,,2003,,,1.377891421318054,21,21,,Qualification (men),12,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Woman,ARG,,2003,,,14.75916957855225,22,22,,Woman,2,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Man,ARG,,2003,,,27.84759712219238,23,23,,Man,3,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women/men ratio,ARG,,2003,,,.5299979448318481,26,26,,Women/men ratio,6,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Total,ARG,,2004,,,.1867469847202301,1,1,,Total,1,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women,ARG,,2004,,,13.25003910064697,2,2,,Gender,4,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Men,ARG,,2004,,,25.0829963684082,3,3,,Gender,4,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women - men gap,ARG,,2004,,,.7718122601509094,4,4,47.649921,Women - men gap,5,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women without children,ARG,,2004,,,.429893285036087,6,6,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women with children aged 0-5,ARG,,2004,,,14.06241798400879,7,7,,Children (women),7,Argentina,Argentina,"Percentage of people with at least the same education as their partners, who are inactive and their partner is active.",Percentage of individuals with equal or greater education than spouse who are inactive,Reference population between 25 and 54 years old. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
