id_paisano,desagregacion,pais_cod,encuesta,ano,v,w,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ARG2000,Head household low skilled (women),ARG,,2000,.4550623893737793,.1322279870510101,8.389242172241211,12,12,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household medium skilled (women),ARG,,2000,.4550623893737793,.1322279870510101,3.815606594085693,13,13,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household high skilled (women),ARG,,2000,.4550623893737793,.1322279870510101,2.186269521713257,14,14,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household low skilled (men),ARG,,2000,.4550623893737793,.1322279870510101,1.477909326553345,15,15,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household medium skilled (men),ARG,,2000,.4550623893737793,.1322279870510101,.4550623893737793,16,16,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Head household high skilled (men),ARG,,2000,.4550623893737793,.1322279870510101,.1322279870510101,17,17,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Women/men ratio,ARG,,2000,.4550623893737793,.1322279870510101,6.891992568969727,20,20,,Women/men ratio,6,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Woman,ARG,,2000,.4550623893737793,.1322279870510101,14.37944984436035,21,21,,Woman,2,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2000,Man,ARG,,2000,.4550623893737793,.1322279870510101,2.086399555206299,22,22,,Man,3,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Total,ARG,,2001,.6037415862083435,.2388829439878464,18.10114097595215,1,1,,Total,1,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Women,ARG,,2001,.6037415862083435,.2388829439878464,15.51417064666748,2,2,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Men,ARG,,2001,.6037415862083435,.2388829439878464,2.586971044540405,3,3,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Women - men gap,ARG,,2001,.6037415862083435,.2388829439878464,12.9271993637085,4,4,1.0853908,Women - men gap,5,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Women without children,ARG,,2001,.6037415862083435,.2388829439878464,,6,6,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Women with children aged 0-5,ARG,,2001,.6037415862083435,.2388829439878464,3.554878711700439,7,7,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Women with children older than 5,ARG,,2001,.6037415862083435,.2388829439878464,11.95929145812988,8,8,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Men without children,ARG,,2001,.6037415862083435,.2388829439878464,,9,9,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Men with children aged 0-5,ARG,,2001,.6037415862083435,.2388829439878464,.2993511855602264,10,10,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Men with children older than 5,ARG,,2001,.6037415862083435,.2388829439878464,2.287619829177856,11,11,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Head household low skilled (women),ARG,,2001,.6037415862083435,.2388829439878464,9.058659553527832,12,12,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Head household medium skilled (women),ARG,,2001,.6037415862083435,.2388829439878464,4.046799182891846,13,13,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Head household high skilled (women),ARG,,2001,.6037415862083435,.2388829439878464,2.393120527267456,14,14,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Head household low skilled (men),ARG,,2001,.6037415862083435,.2388829439878464,1.728076934814453,15,15,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Head household medium skilled (men),ARG,,2001,.6037415862083435,.2388829439878464,.6037415862083435,16,16,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Head household high skilled (men),ARG,,2001,.6037415862083435,.2388829439878464,.2388829439878464,17,17,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Women/men ratio,ARG,,2001,.6037415862083435,.2388829439878464,5.997040748596191,20,20,,Women/men ratio,6,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Woman,ARG,,2001,.6037415862083435,.2388829439878464,15.51417064666748,21,21,,Woman,2,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2001,Man,ARG,,2001,.6037415862083435,.2388829439878464,2.586971044540405,22,22,,Man,3,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Total,ARG,,2002,.7606778144836426,.4560768902301788,18.51459693908691,1,1,,Total,1,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women,ARG,,2002,.7606778144836426,.4560768902301788,15.13257122039795,2,2,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men,ARG,,2002,.7606778144836426,.4560768902301788,3.382025480270386,3,3,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women - men gap,ARG,,2002,.7606778144836426,.4560768902301788,11.75054550170898,4,4,1.4981912,Women - men gap,5,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women without children,ARG,,2002,.7606778144836426,.4560768902301788,,6,6,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women with children aged 0-5,ARG,,2002,.7606778144836426,.4560768902301788,3.167746543884277,7,7,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women with children older than 5,ARG,,2002,.7606778144836426,.4560768902301788,11.96482467651367,8,8,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men without children,ARG,,2002,.7606778144836426,.4560768902301788,,9,9,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men with children aged 0-5,ARG,,2002,.7606778144836426,.4560768902301788,.2602762281894684,10,10,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Men with children older than 5,ARG,,2002,.7606778144836426,.4560768902301788,3.121749401092529,11,11,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Head household low skilled (women),ARG,,2002,.7606778144836426,.4560768902301788,8.318621635437012,12,12,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Head household medium skilled (women),ARG,,2002,.7606778144836426,.4560768902301788,4.375326156616211,13,13,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Head household high skilled (women),ARG,,2002,.7606778144836426,.4560768902301788,2.438510894775391,14,14,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Head household low skilled (men),ARG,,2002,.7606778144836426,.4560768902301788,2.167739391326904,15,15,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Head household medium skilled (men),ARG,,2002,.7606778144836426,.4560768902301788,.7606778144836426,16,16,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Head household high skilled (men),ARG,,2002,.7606778144836426,.4560768902301788,.4560768902301788,17,17,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Women/men ratio,ARG,,2002,.7606778144836426,.4560768902301788,4.474410533905029,20,20,,Women/men ratio,6,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Woman,ARG,,2002,.7606778144836426,.4560768902301788,15.13257122039795,21,21,,Woman,2,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2002,Man,ARG,,2002,.7606778144836426,.4560768902301788,3.382025480270386,22,22,,Man,3,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Total,ARG,,2003,.6812217831611633,.2874573171138763,19.89278411865234,1,1,,Total,1,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women,ARG,,2003,.6812217831611633,.2874573171138763,17.06616020202637,2,2,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men,ARG,,2003,.6812217831611633,.2874573171138763,2.826624155044556,3,3,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women - men gap,ARG,,2003,.6812217831611633,.2874573171138763,14.23953533172607,4,4,1.6223234,Women - men gap,5,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women without children,ARG,,2003,.6812217831611633,.2874573171138763,,6,6,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women with children aged 0-5,ARG,,2003,.6812217831611633,.2874573171138763,3.473750829696655,7,7,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women with children older than 5,ARG,,2003,.6812217831611633,.2874573171138763,13.59240913391113,8,8,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men without children,ARG,,2003,.6812217831611633,.2874573171138763,,9,9,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men with children aged 0-5,ARG,,2003,.6812217831611633,.2874573171138763,.2866246998310089,10,10,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Men with children older than 5,ARG,,2003,.6812217831611633,.2874573171138763,2.539999485015869,11,11,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Head household low skilled (women),ARG,,2003,.6812217831611633,.2874573171138763,8.852583885192871,12,12,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Head household medium skilled (women),ARG,,2003,.6812217831611633,.2874573171138763,5.20026969909668,13,13,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Head household high skilled (women),ARG,,2003,.6812217831611633,.2874573171138763,2.997484683990479,14,14,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Head household low skilled (men),ARG,,2003,.6812217831611633,.2874573171138763,1.84659218788147,15,15,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Head household medium skilled (men),ARG,,2003,.6812217831611633,.2874573171138763,.6812217831611633,16,16,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Head household high skilled (men),ARG,,2003,.6812217831611633,.2874573171138763,.2874573171138763,17,17,,Qualification (men),10,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Women/men ratio,ARG,,2003,.6812217831611633,.2874573171138763,6.037647247314453,20,20,,Women/men ratio,6,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Woman,ARG,,2003,.6812217831611633,.2874573171138763,17.06616020202637,21,21,,Woman,2,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2003,Man,ARG,,2003,.6812217831611633,.2874573171138763,2.826624155044556,22,22,,Man,3,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Total,ARG,,2004,.7039835453033447,.3419043719768524,17.87470245361328,1,1,,Total,1,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women,ARG,,2004,.7039835453033447,.3419043719768524,15.04884910583496,2,2,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Men,ARG,,2004,.7039835453033447,.3419043719768524,2.825853109359741,3,3,,Gender,4,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women - men gap,ARG,,2004,.7039835453033447,.3419043719768524,12.22299671173096,4,4,.97416562,Women - men gap,5,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women without children,ARG,,2004,.7039835453033447,.3419043719768524,,6,6,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women with children aged 0-5,ARG,,2004,.7039835453033447,.3419043719768524,2.63520359992981,7,7,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Women with children older than 5,ARG,,2004,.7039835453033447,.3419043719768524,12.41364574432373,8,8,,Children (women),7,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Men without children,ARG,,2004,.7039835453033447,.3419043719768524,,9,9,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Men with children aged 0-5,ARG,,2004,.7039835453033447,.3419043719768524,.3337838351726532,10,10,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Men with children older than 5,ARG,,2004,.7039835453033447,.3419043719768524,2.492069244384766,11,11,,Children (men),8,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Head household low skilled (women),ARG,,2004,.7039835453033447,.3419043719768524,8.045317649841309,12,12,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ARG2004,Head household medium skilled (women),ARG,,2004,.7039835453033447,.3419043719768524,4.608403205871582,13,13,,Qualification (women),9,Argentina,Argentina,"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
