id_paisano,desagregacion,pais_cod,ano,valor,desagregacion_por_orden,variable_orden,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ECU2012,Women/men ratio,ECU,2012,6.242888450622559,26,26,Women/men ratio,6,Ecuador,Ecuador,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2017,Women/men ratio,SLV,2017,2.873101234436035,26,26,Women/men ratio,6,El Salvador,El Salvador,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2011,Women/men ratio,GTM,2011,,26,26,Women/men ratio,6,Guatemala,Guatemala,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Women/men ratio,GTM,2014,5.925231456756592,26,26,Women/men ratio,6,Guatemala,Guatemala,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2018,Women/men ratio,GTM,2018,,26,26,Women/men ratio,6,Guatemala,Guatemala,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,Women/men ratio,GTM,2019,,26,26,Women/men ratio,6,Guatemala,Guatemala,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2009,Women/men ratio,MEX,2009,4.948677539825439,26,26,Women/men ratio,6,Mexico,Mexico,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2014,Women/men ratio,MEX,2014,3.947208166122437,26,26,Women/men ratio,6,Mexico,Mexico,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2019,Women/men ratio,MEX,2019,3.90333890914917,26,26,Women/men ratio,6,Mexico,Mexico,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2016,Women/men ratio,PRY,2016,4.160517692565918,26,26,Women/men ratio,6,Paraguay,Paraguay,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2010,Women/men ratio,PER,2010,3.69788670539856,26,26,Women/men ratio,6,Peru,Peru,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2007,Women/men ratio,URY,2007,5.487594604492188,26,26,Women/men ratio,6,Uruguay,Uruguay,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2013,Women/men ratio,URY,2013,2.471279382705688,26,26,Women/men ratio,6,Uruguay,Uruguay,Weekly hours allocated to children and other household members’ care. The reference population includes people aged 15-24 in households with children aged 0-14.,Weekly hours allocated to care activities,The reference population includes persons aged 15 to 24 in households with children aged 0 to 18. The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
