id_paisano,desagregacion,pais_cod,encuesta,ano,flag,valor,desagregacion_por_orden,variable_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
ECU2013,"Girls, mathematics",ECU,(T)ERCE,2013,"1,2",1.561028480529785,2,2,"Gender, mathematics",1,Ecuador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2013,"Boys, language",ECU,(T)ERCE,2013,"1,2",.01,3,3,"Gender, language",2,Ecuador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2013,"Girls, language",ECU,(T)ERCE,2013,"1,2",5.227312088012695,4,4,"Gender, language",2,Ecuador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,"Boys, mathematics",ECU,ERCE,2019,,3.657824993133545,1,1,"Gender, mathematics",1,Ecuador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,"Girls, mathematics",ECU,ERCE,2019,,9.411736488342285,2,2,"Gender, mathematics",1,Ecuador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,"Boys, language",ECU,ERCE,2019,,.5497485995292664,3,3,"Gender, language",2,Ecuador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
ECU2019,"Girls, language",ECU,ERCE,2019,,14.44295310974121,4,4,"Gender, language",2,Ecuador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,"Boys, mathematics",SLV,ERCE,2019,,9.582254409790039,1,1,"Gender, mathematics",1,El Salvador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,"Girls, mathematics",SLV,ERCE,2019,,10.35956859588623,2,2,"Gender, mathematics",1,El Salvador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,"Boys, language",SLV,ERCE,2019,,3.186264038085938,3,3,"Gender, language",2,El Salvador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
SLV2019,"Girls, language",SLV,ERCE,2019,,13.60781574249268,4,4,"Gender, language",2,El Salvador,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2013,"Boys, mathematics",GTM,(T)ERCE,2013,"1,2",8.471085548400879,1,1,"Gender, mathematics",1,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2013,"Girls, mathematics",GTM,(T)ERCE,2013,"1,2",3.395187377929688,2,2,"Gender, mathematics",1,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2013,"Boys, language",GTM,(T)ERCE,2013,"1,2",1.421781420707703,3,3,"Gender, language",2,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2013,"Girls, language",GTM,(T)ERCE,2013,"1,2",11.14532089233398,4,4,"Gender, language",2,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,"Boys, mathematics",GTM,ERCE,2019,,10.37908172607422,1,1,"Gender, mathematics",1,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,"Girls, mathematics",GTM,ERCE,2019,,9.939045906066895,2,2,"Gender, mathematics",1,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,"Boys, language",GTM,ERCE,2019,,2.859925746917725,3,3,"Gender, language",2,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2019,"Girls, language",GTM,ERCE,2019,,11.59702110290527,4,4,"Gender, language",2,Guatemala,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2013,"Boys, mathematics",HND,(T)ERCE,2013,"1,2",9.418855667114258,1,1,"Gender, mathematics",1,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2013,"Girls, mathematics",HND,(T)ERCE,2013,"1,2",1.594836950302124,2,2,"Gender, mathematics",1,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2013,"Boys, language",HND,(T)ERCE,2013,"1,2",2.799630880355835,3,3,"Gender, language",2,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2013,"Girls, language",HND,(T)ERCE,2013,"1,2",11.63302707672119,4,4,"Gender, language",2,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,"Boys, mathematics",HND,ERCE,2019,,10.84662818908691,1,1,"Gender, mathematics",1,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,"Girls, mathematics",HND,ERCE,2019,,19.63052749633789,2,2,"Gender, mathematics",1,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,"Boys, language",HND,ERCE,2019,,4.358902454376221,3,3,"Gender, language",2,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
HND2019,"Girls, language",HND,ERCE,2019,,16.67129516601563,4,4,"Gender, language",2,Honduras,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2013,"Boys, mathematics",MEX,(T)ERCE,2013,"1,2",7.552806854248047,1,1,"Gender, mathematics",1,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2013,"Girls, mathematics",MEX,(T)ERCE,2013,"1,2",5.195707321166992,2,2,"Gender, mathematics",1,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2013,"Boys, language",MEX,(T)ERCE,2013,"1,2",1.17542290687561,3,3,"Gender, language",2,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2013,"Girls, language",MEX,(T)ERCE,2013,"1,2",10.18254947662354,4,4,"Gender, language",2,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2019,"Boys, mathematics",MEX,ERCE,2019,,15.17912673950195,1,1,"Gender, mathematics",1,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2019,"Girls, mathematics",MEX,ERCE,2019,,5.964956760406494,2,2,"Gender, mathematics",1,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2019,"Boys, language",MEX,ERCE,2019,,.745653510093689,3,3,"Gender, language",2,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
MEX2019,"Girls, language",MEX,ERCE,2019,,19.66620445251465,4,4,"Gender, language",2,Mexico,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2013,"Boys, mathematics",NIC,(T)ERCE,2013,"1,2",20.81124114990234,1,1,"Gender, mathematics",1,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2013,"Girls, mathematics",NIC,(T)ERCE,2013,"1,2",7.070804119110107,2,2,"Gender, mathematics",1,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2013,"Boys, language",NIC,(T)ERCE,2013,"1,2",5.931652069091797,3,3,"Gender, language",2,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2013,"Girls, language",NIC,(T)ERCE,2013,"1,2",20.40498542785645,4,4,"Gender, language",2,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2019,"Boys, mathematics",NIC,ERCE,2019,,11.65102577209473,1,1,"Gender, mathematics",1,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2019,"Girls, mathematics",NIC,ERCE,2019,,12.14608955383301,2,2,"Gender, mathematics",1,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2019,"Boys, language",NIC,ERCE,2019,,3.852353096008301,3,3,"Gender, language",2,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
NIC2019,"Girls, language",NIC,ERCE,2019,,17.29452705383301,4,4,"Gender, language",2,Nicaragua,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2013,"Boys, mathematics",PAN,(T)ERCE,2013,"1,2",9.320561408996582,1,1,"Gender, mathematics",1,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2013,"Girls, mathematics",PAN,(T)ERCE,2013,"1,2",7.207603931427002,2,2,"Gender, mathematics",1,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2013,"Boys, language",PAN,(T)ERCE,2013,"1,2",2.054693937301636,3,3,"Gender, language",2,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2013,"Girls, language",PAN,(T)ERCE,2013,"1,2",18.35763931274414,4,4,"Gender, language",2,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2019,"Boys, mathematics",PAN,ERCE,2019,,8.306468963623047,1,1,"Gender, mathematics",1,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2019,"Girls, mathematics",PAN,ERCE,2019,,21.21092987060547,2,2,"Gender, mathematics",1,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2019,"Boys, language",PAN,ERCE,2019,,3.707555055618286,3,3,"Gender, language",2,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PAN2019,"Girls, language",PAN,ERCE,2019,,23.77891159057617,4,4,"Gender, language",2,Panama,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2013,"Boys, mathematics",PRY,(T)ERCE,2013,"1,2",6.857560157775879,1,1,"Gender, mathematics",1,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
