id_paisano,desagregacion,pais_cod,encuesta,ano,valor,n,o,p,q,r,s,t,u,v,w,x,y,z,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
BOL2008,Women without children,BOL,ENDSA 2008,2008,45.13761520385742,,,,,,,,,,,,,,2,Children (women),2,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Women with children aged 0-5,BOL,ENDSA 2008,2008,41.42311859130859,,,,,,,,,,,,,,3,Children (women),2,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Women with children older than 5,BOL,ENDSA 2008,2008,42.14631271362305,,,,,,,,,,,,,,4,Children (women),2,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Not married women,BOL,ENDSA 2008,2008,51.15705871582031,,,,,,,,,,,,,,5,Marital status (women),3,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Married women,BOL,ENDSA 2008,2008,41.13918685913086,,,,,,,,,,,,,,6,Marital status (women),3,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Low skilled women,BOL,ENDSA 2008,2008,42.20365142822266,,,,,,,,,,,,,,7,Qualification (women),4,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,Medium skilled women,BOL,ENDSA 2008,2008,44.32492446899414,,,,,,,,,,,,,,8,Qualification (women),4,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BOL2008,High skilled women,BOL,ENDSA 2008,2008,36.22393798828125,,,,,,,,,,,,,,9,Qualification (women),4,Bolivia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Women,COL,ENDSA 2000,2000,69.98881530761719,,,,,,,,,,,,,,1,Women,1,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Women without children,COL,ENDSA 2000,2000,57.70512771606445,,,,,,,,,,,,,,2,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Women with children aged 0-5,COL,ENDSA 2000,2000,68.51401519775391,,,,,,,,,,,,,,3,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Women with children older than 5,COL,ENDSA 2000,2000,72.07738494873047,,,,,,,,,,,,,,4,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Not married women,COL,ENDSA 2000,2000,84.53403472900391,,,,,,,,,,,,,,5,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Married women,COL,ENDSA 2000,2000,65.58728790283203,,,,,,,,,,,,,,6,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Low skilled women,COL,ENDSA 2000,2000,72.85765075683594,,,,,,,,,,,,,,7,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,Medium skilled women,COL,ENDSA 2000,2000,65.66028594970703,,,,,,,,,,,,,,8,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2000,High skilled women,COL,ENDSA 2000,2000,54.71851348876953,,,,,,,,,,,,,,9,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Women,COL,ENDSA 2005,2005,68.31211090087891,,,,,,,,,,,,,,1,Women,1,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Women without children,COL,ENDSA 2005,2005,54.19656753540039,,,,,,,,,,,,,,2,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Women with children aged 0-5,COL,ENDSA 2005,2005,66.76081085205078,,,,,,,,,,,,,,3,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Women with children older than 5,COL,ENDSA 2005,2005,70.37914276123047,,,,,,,,,,,,,,4,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Not married women,COL,ENDSA 2005,2005,85.36883544921875,,,,,,,,,,,,,,5,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Married women,COL,ENDSA 2005,2005,62.89693450927734,,,,,,,,,,,,,,6,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Low skilled women,COL,ENDSA 2005,2005,70.16319274902344,,,,,,,,,,,,,,7,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,Medium skilled women,COL,ENDSA 2005,2005,66.34599304199219,,,,,,,,,,,,,,8,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2005,High skilled women,COL,ENDSA 2005,2005,59.51490020751953,,,,,,,,,,,,,,9,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Women,COL,ENDSA 2010,2010,70.10085296630859,,,,,,,,,,,,,,1,Women,1,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Women without children,COL,ENDSA 2010,2010,60.15827178955078,,,,,,,,,,,,,,2,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Women with children aged 0-5,COL,ENDSA 2010,2010,68.23524475097656,,,,,,,,,,,,,,3,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Women with children older than 5,COL,ENDSA 2010,2010,71.94510650634766,,,,,,,,,,,,,,4,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Not married women,COL,ENDSA 2010,2010,84.43809509277344,,,,,,,,,,,,,,5,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Married women,COL,ENDSA 2010,2010,65.68032836914063,,,,,,,,,,,,,,6,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Low skilled women,COL,ENDSA 2010,2010,72.63730621337891,,,,,,,,,,,,,,7,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,Medium skilled women,COL,ENDSA 2010,2010,69.46399688720703,,,,,,,,,,,,,,8,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2010,High skilled women,COL,ENDSA 2010,2010,57.17466354370117,,,,,,,,,,,,,,9,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Women,COL,ENDSA 2015,2015,60.54323196411133,,,,,,,,,,,,,,1,Women,1,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Women without children,COL,ENDSA 2015,2015,54.73871231079102,,,,,,,,,,,,,,2,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Women with children aged 0-5,COL,ENDSA 2015,2015,56.71139526367188,,,,,,,,,,,,,,3,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Women with children older than 5,COL,ENDSA 2015,2015,63.10576629638672,,,,,,,,,,,,,,4,Children (women),2,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Not married women,COL,ENDSA 2015,2015,75.78611755371094,,,,,,,,,,,,,,5,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Married women,COL,ENDSA 2015,2015,55.89932632446289,,,,,,,,,,,,,,6,Marital status (women),3,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Low skilled women,COL,ENDSA 2015,2015,61.72058486938477,,,,,,,,,,,,,,7,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,Medium skilled women,COL,ENDSA 2015,2015,60.88124084472656,,,,,,,,,,,,,,8,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
COL2015,High skilled women,COL,ENDSA 2015,2015,53.14601898193359,,,,,,,,,,,,,,9,Qualification (women),4,Colombia,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Women,DOM,ENDESA 2002,2002,67.15888977050781,,,,,,,,,,,,,,1,Women,1,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Women without children,DOM,ENDESA 2002,2002,63.81203460693359,,,,,,,,,,,,,,2,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Women with children aged 0-5,DOM,ENDESA 2002,2002,66.73491668701172,,,,,,,,,,,,,,3,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Women with children older than 5,DOM,ENDESA 2002,2002,67.76596069335938,,,,,,,,,,,,,,4,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Not married women,DOM,ENDESA 2002,2002,76.32194519042969,,,,,,,,,,,,,,5,Marital status (women),3,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Married women,DOM,ENDESA 2002,2002,64.77197265625,,,,,,,,,,,,,,6,Marital status (women),3,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Low skilled women,DOM,ENDESA 2002,2002,70.07135009765625,,,,,,,,,,,,,,7,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Medium skilled women,DOM,ENDESA 2002,2002,60.59084320068359,,,,,,,,,,,,,,8,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,High skilled women,DOM,ENDESA 2002,2002,58.51884841918945,,,,,,,,,,,,,,9,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women,DOM,ENDESA 2007,2007,67.04362487792969,,,,,,,,,,,,,,1,Women,1,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women without children,DOM,ENDESA 2007,2007,70.50924682617188,,,,,,,,,,,,,,2,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women with children aged 0-5,DOM,ENDESA 2007,2007,70.40528869628906,,,,,,,,,,,,,,3,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women with children older than 5,DOM,ENDESA 2007,2007,64.45465850830078,,,,,,,,,,,,,,4,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Not married women,DOM,ENDESA 2007,2007,73.41972351074219,,,,,,,,,,,,,,5,Marital status (women),3,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Married women,DOM,ENDESA 2007,2007,65.19239044189453,,,,,,,,,,,,,,6,Marital status (women),3,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Low skilled women,DOM,ENDESA 2007,2007,69.32172393798828,,,,,,,,,,,,,,7,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Medium skilled women,DOM,ENDESA 2007,2007,64.59645843505859,,,,,,,,,,,,,,8,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,High skilled women,DOM,ENDESA 2007,2007,56.46636199951172,,,,,,,,,,,,,,9,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women,DOM,ENDESA 2013,2013,62.77946853637695,,,,,,,,,,,,,,1,Women,1,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women without children,DOM,ENDESA 2013,2013,54.8358039855957,,,,,,,,,,,,,,2,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women with children aged 0-5,DOM,ENDESA 2013,2013,60.89264678955078,,,,,,,,,,,,,,3,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women with children older than 5,DOM,ENDESA 2013,2013,64.8050537109375,,,,,,,,,,,,,,4,Children (women),2,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Not married women,DOM,ENDESA 2013,2013,70.62154388427734,,,,,,,,,,,,,,5,Marital status (women),3,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Married women,DOM,ENDESA 2013,2013,59.86857223510742,,,,,,,,,,,,,,6,Marital status (women),3,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Low skilled women,DOM,ENDESA 2013,2013,66.67871856689453,,,,,,,,,,,,,,7,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Medium skilled women,DOM,ENDESA 2013,2013,61.40630722045898,,,,,,,,,,,,,,8,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,High skilled women,DOM,ENDESA 2013,2013,50.94511032104492,,,,,,,,,,,,,,9,Qualification (women),4,Dominican republic,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Women,GTM,ENSMI 2014-15,2014,55.65134429931641,,,,,,,,,,,,,,1,Women,1,Guatemala,Percentage of women who have experienced psychological violence by a partner,"Women who have ever experienced psychological violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
