id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
DOM2002,Women with children older than 5,DOM,ENDESA 2002,2002,7.612902164459229,4,Children (women),2,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Not married women,DOM,ENDESA 2002,2002,10.93392467498779,5,Marital status (women),3,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Married women,DOM,ENDESA 2002,2002,5.262993812561035,6,Marital status (women),3,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Low skilled women,DOM,ENDESA 2002,2002,7.638484001159668,7,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,Medium skilled women,DOM,ENDESA 2002,2002,3.728298902511597,8,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2002,High skilled women,DOM,ENDESA 2002,2002,2.849414825439453,9,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women,DOM,ENDESA 2007,2007,3.853410243988037,1,Women,1,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women without children,DOM,ENDESA 2007,2007,1.841030955314636,2,Children (women),2,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women with children aged 0-5,DOM,ENDESA 2007,2007,3.421276807785034,3,Children (women),2,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Women with children older than 5,DOM,ENDESA 2007,2007,4.313898086547852,4,Children (women),2,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Not married women,DOM,ENDESA 2007,2007,6.755762577056885,5,Marital status (women),3,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Married women,DOM,ENDESA 2007,2007,3.016878366470337,6,Marital status (women),3,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Low skilled women,DOM,ENDESA 2007,2007,4.559786796569824,7,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,Medium skilled women,DOM,ENDESA 2007,2007,3.06642746925354,8,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2007,High skilled women,DOM,ENDESA 2007,2007,.6525821089744568,9,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women,DOM,ENDESA 2013,2013,5.376299381256104,1,Women,1,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women without children,DOM,ENDESA 2013,2013,2.562356233596802,2,Children (women),2,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women with children aged 0-5,DOM,ENDESA 2013,2013,5.070511817932129,3,Children (women),2,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Women with children older than 5,DOM,ENDESA 2013,2013,5.831594467163086,4,Children (women),2,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Not married women,DOM,ENDESA 2013,2013,9.921669006347656,5,Marital status (women),3,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Married women,DOM,ENDESA 2013,2013,3.689603805541992,6,Marital status (women),3,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Low skilled women,DOM,ENDESA 2013,2013,5.991696834564209,7,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,Medium skilled women,DOM,ENDESA 2013,2013,5.560460567474365,8,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
DOM2013,High skilled women,DOM,ENDESA 2013,2013,2.665711879730225,9,Qualification (women),4,Dominican republic,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Women,GTM,ENSMI 2014-15,2014,5.963145732879639,1,Women,1,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Women without children,GTM,ENSMI 2014-15,2014,7.323383331298828,2,Children (women),2,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Women with children aged 0-5,GTM,ENSMI 2014-15,2014,4.180964469909668,3,Children (women),2,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Women with children older than 5,GTM,ENSMI 2014-15,2014,8.028085708618164,4,Children (women),2,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Not married women,GTM,ENSMI 2014-15,2014,19.89575576782227,5,Marital status (women),3,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Married women,GTM,ENSMI 2014-15,2014,3.822800874710083,6,Marital status (women),3,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Low skilled women,GTM,ENSMI 2014-15,2014,6.278455257415772,7,Qualification (women),4,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,Medium skilled women,GTM,ENSMI 2014-15,2014,3.155760526657105,8,Qualification (women),4,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
GTM2014,High skilled women,GTM,ENSMI 2014-15,2014,7.22749662399292,9,Qualification (women),4,Guatemala,Percentage of women who have experienced sexual violence by their partner,"Women who have ever experienced sexual violence by their last partner, as percentage of women aged 15-49 years.",The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
