id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,variable_orden,variable_ingles,comparacion_por,comparacion_por_orden,pais,pais2,indicador,detalle_indicador,disclaimer
ARG_ERCE06-132006,"Hogares media calificación, ciencia",ARG_ERCE06-13,(S)ERCE 2006,2006,57.55309677124023,11,11,11,"Calificación, ciencia",6,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132006,"Hogares alta calificación, ciencia",ARG_ERCE06-13,(S)ERCE 2006,2006,43.81838226318359,12,12,12,"Calificación, ciencia",6,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Total, matemática",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,48.95787811279297,1,1,1,"Total, matemática",1,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares baja calificación, matemática",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,57.43561172485352,2,2,2,"Calificación, matemática",2,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares media calificación, matemática",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,45.97157669067383,3,3,3,"Calificación, matemática",2,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares alta calificación, matemática",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,43.10664749145508,4,4,4,"Calificación, matemática",2,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Total, lectura",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,37.81667709350586,5,5,5,"Total, lectura",3,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares baja calificación, lectura",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,37.93583679199219,6,6,6,"Calificación, lectura",4,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares media calificación, lectura",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,30.24169540405273,7,7,7,"Calificación, lectura",4,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares alta calificación, lectura",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,38.71656799316406,8,8,8,"Calificación, lectura",4,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Total, ciencia",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,42.89239501953125,9,9,9,"Total, ciencia",5,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares baja calificación, ciencia",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,39.10451126098633,10,10,10,"Calificación, ciencia",6,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares media calificación, ciencia",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,47.59834671020508,11,11,11,"Calificación, ciencia",6,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE06-132013,"Hogares alta calificación, ciencia",ARG_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,3.495644092559814,12,12,12,"Calificación, ciencia",6,Argentina,Argentina (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Total, matemática",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,52.90374374389648,1,1,1,"Total, matemática",1,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares baja calificación, matemática",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,53.12531661987305,2,2,2,"Calificación, matemática",2,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares media calificación, matemática",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,54.76469039916992,3,3,3,"Calificación, matemática",2,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares alta calificación, matemática",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,47.31162643432617,4,4,4,"Calificación, matemática",2,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Total, lectura",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,35.74689483642578,5,5,5,"Total, lectura",3,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares baja calificación, lectura",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,33.66620254516602,6,6,6,"Calificación, lectura",4,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares media calificación, lectura",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,35.52504348754883,7,7,7,"Calificación, lectura",4,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares alta calificación, lectura",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,29.37014389038086,8,8,8,"Calificación, lectura",4,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Total, ciencia",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,42.81152725219727,9,9,9,"Total, ciencia",5,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares baja calificación, ciencia",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,44.10150146484375,10,10,10,"Calificación, ciencia",6,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares media calificación, ciencia",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,46.59374237060547,11,11,11,"Calificación, ciencia",6,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192013,"Hogares alta calificación, ciencia",ARG_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,33.80034637451172,12,12,12,"Calificación, ciencia",6,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Total, matemática",ARG_ERCE13-19,ERCE 2019,2019,48.32323455810547,1,1,1,"Total, matemática",1,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares baja calificación, matemática",ARG_ERCE13-19,ERCE 2019,2019,51.22735214233398,2,2,2,"Calificación, matemática",2,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares media calificación, matemática",ARG_ERCE13-19,ERCE 2019,2019,55.41205978393555,3,3,3,"Calificación, matemática",2,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares alta calificación, matemática",ARG_ERCE13-19,ERCE 2019,2019,55.31492614746094,4,4,4,"Calificación, matemática",2,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Total, lectura",ARG_ERCE13-19,ERCE 2019,2019,32.76998138427734,5,5,5,"Total, lectura",3,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares baja calificación, lectura",ARG_ERCE13-19,ERCE 2019,2019,42.78670883178711,6,6,6,"Calificación, lectura",4,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares media calificación, lectura",ARG_ERCE13-19,ERCE 2019,2019,45.97013092041016,7,7,7,"Calificación, lectura",4,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares alta calificación, lectura",ARG_ERCE13-19,ERCE 2019,2019,42.6741828918457,8,8,8,"Calificación, lectura",4,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Total, ciencia",ARG_ERCE13-19,ERCE 2019,2019,41.40173721313477,9,9,9,"Total, ciencia",5,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares baja calificación, ciencia",ARG_ERCE13-19,ERCE 2019,2019,38.08510208129883,10,10,10,"Calificación, ciencia",6,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares media calificación, ciencia",ARG_ERCE13-19,ERCE 2019,2019,48.45258331298828,11,11,11,"Calificación, ciencia",6,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG_ERCE13-192019,"Hogares alta calificación, ciencia",ARG_ERCE13-19,ERCE 2019,2019,45.38129806518555,12,12,12,"Calificación, ciencia",6,Argentina,Argentina (ERCE13-19),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Total, matemática",BRA_ERCE06-13,(S)ERCE 2006,2006,50.87869262695313,1,1,1,"Total, matemática",1,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Hogares baja calificación, matemática",BRA_ERCE06-13,(S)ERCE 2006,2006,55.94586181640625,2,2,2,"Calificación, matemática",2,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Hogares media calificación, matemática",BRA_ERCE06-13,(S)ERCE 2006,2006,30.9608325958252,3,3,3,"Calificación, matemática",2,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Hogares alta calificación, matemática",BRA_ERCE06-13,(S)ERCE 2006,2006,33.14286422729492,4,4,4,"Calificación, matemática",2,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Total, lectura",BRA_ERCE06-13,(S)ERCE 2006,2006,37.50734710693359,5,5,5,"Total, lectura",3,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Hogares baja calificación, lectura",BRA_ERCE06-13,(S)ERCE 2006,2006,40.63484954833984,6,6,6,"Calificación, lectura",4,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Hogares media calificación, lectura",BRA_ERCE06-13,(S)ERCE 2006,2006,19.97373390197754,7,7,7,"Calificación, lectura",4,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
BRA_ERCE06-132006,"Hogares alta calificación, lectura",BRA_ERCE06-13,(S)ERCE 2006,2006,36.90195465087891,8,8,8,"Calificación, lectura",4,Brasil,Brasil (ERCE06-13),Porcentaje de mujeres en el 10% más bajo de puntajes en sexto grado,Porcentaje de alumnos en el 10% más bajo de la distribución de resultados en pruebas estandarizadas de sexto grado que son mujeres.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
