id_paisano,desagregacion,pais_cod,ano,valor,desagregacion_por_orden,variable_orden,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
GTM2014,Ratio mujeres/hombres,GTM,2014,3.356892824172974,26,26,Ratio mujeres/hombres,6,Guatemala,Guatemala,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2018,Ratio mujeres/hombres,GTM,2018,4.291399478912354,26,26,Ratio mujeres/hombres,6,Guatemala,Guatemala,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
GTM2019,Ratio mujeres/hombres,GTM,2019,3.550617456436157,26,26,Ratio mujeres/hombres,6,Guatemala,Guatemala,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2009,Ratio mujeres/hombres,MEX,2009,1.563158631324768,26,26,Ratio mujeres/hombres,6,México,México,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2014,Ratio mujeres/hombres,MEX,2014,1.281227946281433,26,26,Ratio mujeres/hombres,6,México,México,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
MEX2019,Ratio mujeres/hombres,MEX,2019,1.280105471611023,26,26,Ratio mujeres/hombres,6,México,México,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PRY2016,Ratio mujeres/hombres,PRY,2016,1.415450215339661,26,26,Ratio mujeres/hombres,6,Paraguay,Paraguay,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
PER2010,Ratio mujeres/hombres,PER,2010,1.356343030929565,26,26,Ratio mujeres/hombres,6,Perú,Perú,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2016,Ratio mujeres/hombres,DOM,2016,,26,26,Ratio mujeres/hombres,6,República Dominicana,República Dominicana,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
DOM2021,Ratio mujeres/hombres,DOM,2021,,26,26,Ratio mujeres/hombres,6,República Dominicana,República Dominicana,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
URY2007,Ratio mujeres/hombres,URY,2007,2.257028818130493,26,26,Ratio mujeres/hombres,6,Uruguay,Uruguay,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
URY2013,Ratio mujeres/hombres,URY,2013,1.565178394317627,26,26,Ratio mujeres/hombres,6,Uruguay,Uruguay,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
URY2021,Ratio mujeres/hombres,URY,2021,,26,26,Ratio mujeres/hombres,6,Uruguay,Uruguay,"Porcentaje de la población de 15 a 24 años que realiza actividades de cuidado de niños del hogar, en hogares con niños de 0 a 14 años.",Participación en actividades de cuidado de niños,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
