id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,variable_orden,valor_errorestandar_matem,valor_errorestandar_lectu,valor_errorestandar_ciencia,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
ARG2003,"Mujeres, lectura",ARG,,2003,,13,13,,,,"Género, lectura",11,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres, lectura",ARG,,2003,,14,14,,,,"Género, lectura",11,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Brecha mujeres - hombres, lectura",ARG,,2003,,15,15,,0,,"Brecha mujeres - hombres, lectura",12,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujeres en hogares baja calificación, lectura",ARG,,2003,,17,17,,,,"Calificación (mujeres), lectura",13,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujeres en hogares media calificación, lectura",ARG,,2003,,18,18,,,,"Calificación (mujeres), lectura",13,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujeres en hogares alta calificación, lectura",ARG,,2003,,19,19,,,,"Calificación (mujeres), lectura",13,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres en hogares baja calificación, lectura",ARG,,2003,,20,20,,,,"Calificación (hombres), lectura",14,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres en hogares media calificación, lectura",ARG,,2003,,21,21,,,,"Calificación (hombres), lectura",14,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres en hogares alta calificación, lectura",ARG,,2003,,22,22,,,,"Calificación (hombres), lectura",14,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Total, ciencia",ARG,,2003,,23,23,,,,"Total, ciencia",15,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujeres, ciencia",ARG,,2003,,24,24,,,,"Género, ciencia",18,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres, ciencia",ARG,,2003,,25,25,,,,"Género, ciencia",18,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Brecha mujeres - hombres, ciencia",ARG,,2003,,26,26,,,0,"Brecha mujeres - hombres, ciencia",19,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujeres en hogares baja calificación, ciencia",ARG,,2003,,28,28,,,,"Calificación (mujeres), ciencia",20,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujeres en hogares media calificación, ciencia",ARG,,2003,,29,29,,,,"Calificación (mujeres), ciencia",20,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujeres en hogares alta calificación, ciencia",ARG,,2003,,30,30,,,,"Calificación (mujeres), ciencia",20,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres en hogares baja calificación, ciencia",ARG,,2003,,31,31,,,,"Calificación (hombres), ciencia",21,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres en hogares media calificación, ciencia",ARG,,2003,,32,32,,,,"Calificación (hombres), ciencia",21,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombres en hogares alta calificación, ciencia",ARG,,2003,,33,33,,,,"Calificación (hombres), ciencia",21,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujer, matemática",ARG,,2003,,34,34,,,,"Mujer, matemática",2,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombre, matemática",ARG,,2003,,35,35,,,,"Hombre, matemática",3,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujer, lectura",ARG,,2003,,36,36,,,,"Mujer, lectura",9,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombre, lectura",ARG,,2003,,37,37,,,,"Hombre, lectura",10,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Mujer, ciencia",ARG,,2003,,38,38,,,,"Mujer, ciencia",16,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,"Hombre, ciencia",ARG,,2003,,39,39,,,,"Hombre, ciencia",17,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Total, matemática",ARG,PISA,2006,381.25390625,1,1,,,,"Total, matemática",1,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres, matemática",ARG,PISA,2006,375.1851196289063,2,2,,,,"Género, matemática",4,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres, matemática",ARG,PISA,2006,388.0733947753906,3,3,,,,"Género, matemática",4,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Brecha mujeres - hombres, matemática",ARG,PISA,2006,12.88829803466797,4,4,11.048283,,,"Brecha mujeres - hombres, matemática",5,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares baja calificación, matemática",ARG,PISA,2006,341.9429626464844,6,6,,,,"Calificación (mujeres), matemática",6,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares media calificación, matemática",ARG,PISA,2006,379.8214721679688,7,7,,,,"Calificación (mujeres), matemática",6,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares alta calificación, matemática",ARG,PISA,2006,420.67919921875,8,8,,,,"Calificación (mujeres), matemática",6,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares baja calificación, matemática",ARG,PISA,2006,350.3126831054688,9,9,,,,"Calificación (hombres), matemática",7,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares media calificación, matemática",ARG,PISA,2006,392.5686645507813,10,10,,,,"Calificación (hombres), matemática",7,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares alta calificación, matemática",ARG,PISA,2006,427.8876342773438,11,11,,,,"Calificación (hombres), matemática",7,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Total, lectura",ARG,PISA,2006,373.7237854003906,12,12,,,,"Total, lectura",8,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres, lectura",ARG,PISA,2006,399.1055603027344,13,13,,,,"Género, lectura",11,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres, lectura",ARG,PISA,2006,345.2023315429688,14,14,,,,"Género, lectura",11,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Brecha mujeres - hombres, lectura",ARG,PISA,2006,-53.90322875976563,15,15,,14.339952,,"Brecha mujeres - hombres, lectura",12,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares baja calificación, lectura",ARG,PISA,2006,367.3372192382813,17,17,,,,"Calificación (mujeres), lectura",13,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares media calificación, lectura",ARG,PISA,2006,401.2007446289063,18,18,,,,"Calificación (mujeres), lectura",13,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares alta calificación, lectura",ARG,PISA,2006,446.3647155761719,19,19,,,,"Calificación (mujeres), lectura",13,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares baja calificación, lectura",ARG,PISA,2006,304.1098022460938,20,20,,,,"Calificación (hombres), lectura",14,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares media calificación, lectura",ARG,PISA,2006,345.6890869140625,21,21,,,,"Calificación (hombres), lectura",14,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares alta calificación, lectura",ARG,PISA,2006,391.7779541015625,22,22,,,,"Calificación (hombres), lectura",14,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Total, ciencia",ARG,PISA,2006,391.243896484375,23,23,,,,"Total, ciencia",15,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres, ciencia",ARG,PISA,2006,397.2837219238281,24,24,,,,"Género, ciencia",18,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres, ciencia",ARG,PISA,2006,384.4569702148438,25,25,,,,"Género, ciencia",18,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Brecha mujeres - hombres, ciencia",ARG,PISA,2006,-12.8267240524292,26,26,,,11.011841,"Brecha mujeres - hombres, ciencia",19,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares baja calificación, ciencia",ARG,PISA,2006,362.0702819824219,28,28,,,,"Calificación (mujeres), ciencia",20,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares media calificación, ciencia",ARG,PISA,2006,399.4816589355469,29,29,,,,"Calificación (mujeres), ciencia",20,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujeres en hogares alta calificación, ciencia",ARG,PISA,2006,447.9030456542969,30,30,,,,"Calificación (mujeres), ciencia",20,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares baja calificación, ciencia",ARG,PISA,2006,345.7391662597656,31,31,,,,"Calificación (hombres), ciencia",21,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares media calificación, ciencia",ARG,PISA,2006,386.2472229003906,32,32,,,,"Calificación (hombres), ciencia",21,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombres en hogares alta calificación, ciencia",ARG,PISA,2006,427.9325256347656,33,33,,,,"Calificación (hombres), ciencia",21,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujer, matemática",ARG,PISA,2006,375.1851196289063,34,34,,,,"Mujer, matemática",2,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombre, matemática",ARG,PISA,2006,388.0733947753906,35,35,,,,"Hombre, matemática",3,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujer, lectura",ARG,PISA,2006,399.1055603027344,36,36,,,,"Mujer, lectura",9,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombre, lectura",ARG,PISA,2006,345.2023315429688,37,37,,,,"Hombre, lectura",10,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Mujer, ciencia",ARG,PISA,2006,397.2837219238281,38,38,,,,"Mujer, ciencia",16,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2006,"Hombre, ciencia",ARG,PISA,2006,384.4569702148438,39,39,,,,"Hombre, ciencia",17,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,"Total, matemática",ARG,PISA,2009,388.068115234375,1,1,,,,"Total, matemática",1,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,"Mujeres, matemática",ARG,PISA,2009,383.2348327636719,2,2,,,,"Género, matemática",4,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2009,"Hombres, matemática",ARG,PISA,2009,393.6718444824219,3,3,,,,"Género, matemática",4,Argentina,Puntaje promedio en pruebas estandarizadas para alumnos de 15 años,Puntajes promedio en pruebas estandarizadas para alumnos de 15 años.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
